age,education-num,sex,hours-per-week,salary,workclass,education,marital-status,occupation,relationship,race,country,fnlwgt
24,9,0,48,0,22286,9840,14065,3584,12463,25933,28833,190968.0
41,8,0,84,1,22286,377,4214,1572,7726,25933,28833,37997.0
42,9,0,40,0,22286,9840,827,1572,3212,25933,28833,257328.0
34,13,1,15,0,22286,5044,9726,4038,4466,25933,28833,127610.0
47,9,1,43,0,22286,9840,4214,3992,3212,25933,28833,164423.0
50,9,0,40,0,22286,9840,9726,3721,7726,25933,28833,104501.0
30,9,0,40,0,22286,9840,9726,4030,7726,25933,28833,56121.0
38,13,0,45,0,22286,5044,14065,4030,12463,25933,28833,296212.0
31,9,0,55,1,22286,9840,14065,4038,12463,25933,28833,157640.0
44,10,1,45,1,22286,6678,14065,3721,1406,25933,28833,222504.0
34,10,0,38,0,22286,6678,14065,4030,12463,25933,28833,261023.0
52,9,0,40,1,22286,9840,4214,1966,7726,2817,28833,146567.0
34,9,0,50,0,22286,9840,14065,4030,12463,25933,28833,116910.0
31,10,0,40,0,22286,6678,14065,3992,12463,25933,28833,132601.0
68,10,1,20,0,22286,6678,4214,3584,7726,25933,28833,185537.0
22,9,1,40,0,22286,9840,9726,3721,4466,25933,28833,500720.0
42,13,1,35,0,22286,5044,9726,3992,7726,25933,28833,182108.0
37,9,0,35,0,22286,9840,14065,4030,12463,25933,28833,231491.0
36,9,0,35,0,2499,9840,14065,989,12463,25933,28833,239415.0
38,10,1,30,0,22286,6678,4214,3721,3212,25933,28833,179262.0
72,9,0,55,0,14,9840,14065,3212,12463,25933,28833,121004.0
40,3,0,40,0,22286,288,14065,3212,12463,25933,28833,252392.0
19,10,0,30,0,22286,6678,9726,3584,4466,25933,28833,163578.0
55,11,0,50,1,22286,1307,14065,4030,12463,25933,647,143266.0
30,12,0,40,0,22286,1008,14065,4030,12463,25933,28833,285902.0
52,13,1,40,0,22286,5044,939,3721,3212,25933,28833,113094.0
29,13,0,45,1,22286,5044,14065,3584,12463,25933,28833,278637.0
41,10,0,4,0,22286,6678,14065,4038,12463,2817,28833,174540.0
29,13,1,45,0,22286,5044,9726,3721,7726,25933,28833,188729.0
24,13,1,20,0,22286,5044,9726,3584,7726,25933,28833,72143.0
46,15,0,45,1,2499,542,14065,4038,12463,25933,28833,328216.0
44,9,0,60,1,22286,9840,14065,3992,12463,25933,28833,165815.0
17,6,1,15,0,22286,820,9726,3584,4466,2817,28833,317702.0
35,11,1,35,0,22286,1307,4214,3212,3212,25933,28833,215323.0
38,9,0,40,0,22286,9840,4214,4030,3212,25933,28833,192939.0
36,5,0,40,0,22286,455,9726,1350,4466,25933,28833,156352.0
24,7,0,60,0,22286,1048,14065,1966,12463,25933,28833,155066.0
38,13,0,99,0,2499,5044,14065,989,12463,25933,28833,152621.0
19,7,1,40,0,22286,1048,9726,3584,7726,25933,28833,298891.0
30,9,0,45,0,22286,9840,14065,1572,12463,25933,28833,193298.0
36,11,0,40,0,2067,1307,14065,1572,12463,286,28833,150309.0
27,10,0,45,0,22286,6678,9726,4030,7726,25933,28833,384308.0
27,12,0,40,1,22286,1008,14065,3721,12463,25933,28833,305647.0
65,10,0,40,1,943,6678,14065,3992,12463,2817,28833,23494.0
37,14,1,40,1,22286,1627,9726,3992,7726,2817,28833,421633.0
17,7,0,30,0,22286,1048,9726,3584,4466,25933,28833,57723.0
57,3,0,50,0,22286,288,14065,1572,12463,2817,28833,103540.0
54,14,1,30,0,2499,1627,4214,4038,7726,25933,28833,136224.0
21,10,1,40,0,22286,6678,9726,3212,7726,25933,28833,231573.0
43,9,0,40,0,22286,9840,939,1350,7726,25933,28833,242804.0
50,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,163671.0
38,7,0,48,1,22286,1048,14065,1350,12463,25933,28833,287701.0
31,9,0,40,1,22286,9840,14065,4038,12463,25933,28833,187560.0
41,15,1,38,0,22286,542,4214,4038,3212,25933,28833,222504.0
20,10,1,40,0,22286,6678,9726,4038,7726,25933,28833,41356.0
28,13,1,15,0,22286,5044,14065,3721,889,25933,28833,59335.0
62,5,0,35,0,22286,455,14065,3212,12463,25933,28833,84756.0
41,8,1,40,0,22286,377,4214,1966,7726,2817,28833,407425.0
37,9,0,45,0,22286,9840,14065,4030,12463,25933,28833,162424.0
53,10,0,30,0,2499,6678,14065,989,12463,25933,28833,175456.0
28,13,0,50,1,22286,5044,14065,3584,12463,25933,28833,52603.0
23,14,1,30,0,22286,1627,9726,4038,7726,25933,28833,250630.0
46,9,0,35,0,2499,9840,14065,989,12463,25933,28833,233974.0
28,9,1,45,0,22286,9840,9726,3584,7726,25933,28833,376302.0
50,6,1,40,0,22286,820,939,3721,3212,25933,28833,195638.0
19,10,0,45,0,22286,6678,9726,4030,7726,25933,28833,225775.0
48,15,0,35,1,2499,542,14065,4038,12463,25933,28833,219021.0
61,9,1,20,0,2499,9840,827,3721,3212,25933,28833,168654.0
44,10,0,42,0,22286,6678,4214,4030,7726,25933,28833,180609.0
32,9,1,60,0,22286,9840,939,1350,3212,895,202,114746.0
25,10,0,35,0,22286,6678,9726,3721,4466,25933,28833,178037.0
47,10,1,40,0,1279,6678,4214,3721,7726,25933,28833,160045.0
19,10,1,15,0,22286,6678,9726,3584,4466,25933,28833,268524.0
37,10,0,17,0,22286,6678,14065,3212,12463,25933,28833,174844.0
28,9,1,40,0,22286,9840,4214,912,4466,895,28833,82488.0
34,12,1,40,1,22286,1008,14065,3721,1406,25933,28833,221167.0
32,10,1,35,0,2499,6678,4214,3212,7726,25933,28833,48014.0
24,10,0,30,0,22286,6678,9726,3212,7726,25933,28833,217226.0
30,10,0,99,0,22286,6678,14065,3992,12463,2817,28833,39386.0
56,14,0,40,0,22286,1627,14065,3992,12463,25933,28833,37394.0
30,13,0,40,1,22286,5044,14065,3584,12463,25933,28833,115426.0
28,10,1,26,0,22286,6678,9726,3721,4466,25933,28833,114158.0
40,10,0,68,1,22286,6678,14065,4030,12463,25933,28833,119101.0
28,10,0,45,0,22286,6678,9726,3584,7726,25933,28833,360527.0
39,8,0,40,0,22286,377,9726,1350,7726,25933,28833,225544.0
33,9,0,40,1,2499,9840,14065,4030,12463,25933,28833,108438.0
23,10,0,40,0,22286,6678,9726,3212,7726,895,28833,230315.0
32,10,0,55,0,22286,6678,9726,1966,889,25933,202,158002.0
37,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,179468.0
71,3,1,75,0,22286,288,827,143,7726,895,28833,99894.0
30,10,0,40,1,22286,6678,14065,3721,12463,25933,28833,270889.0
20,10,1,40,0,22286,6678,9726,3992,7726,25933,28833,42279.0
53,9,0,50,0,943,9840,14065,1572,12463,25933,28833,167380.0
42,9,0,45,0,22286,9840,4214,4030,3212,25933,28833,274913.0
44,13,0,56,1,22286,5044,14065,3992,12463,25933,28833,35910.0
26,14,1,40,0,22286,1627,9726,4038,7726,25933,28833,68001.0
21,10,1,16,0,22286,6678,9726,3212,4466,25933,28833,27162.0
37,9,1,40,0,2499,9840,370,3212,3212,2817,28833,286146.0
36,13,1,40,0,2067,5044,4214,4038,3212,25933,28833,95462.0
25,9,1,40,0,22286,9840,9726,3584,3212,25933,28833,50103.0
54,16,0,43,1,22286,375,14065,3992,12463,25933,28833,
38,13,0,50,1,1074,5044,14065,4038,12463,25933,28833,189679.0
29,9,0,40,0,22286,9840,9726,3212,7726,25933,28833,115064.0
20,10,0,38,0,1279,6678,9726,4030,4466,25933,28833,215443.0
32,9,0,50,0,22286,9840,9726,4030,889,25933,28833,174789.0
24,12,0,20,0,22286,1008,9726,3992,7726,25933,28833,91999.0
59,9,0,40,1,943,9840,14065,3721,12463,25933,28833,100931.0
56,13,0,40,1,2499,5044,14065,3721,12463,25933,28833,119069.0
40,9,0,84,0,2499,9840,4214,1572,7726,25933,28833,277488.0
35,13,0,40,1,22286,5044,14065,3584,12463,25933,28833,265662.0
38,13,1,40,1,22286,5044,14065,4038,1406,25933,28833,114591.0
24,10,1,20,0,22286,6678,9726,3584,4466,25933,28833,227594.0
30,10,0,40,1,22286,6678,14065,3584,12463,25933,28833,129707.0
36,2,0,40,0,22286,151,9726,989,7726,25933,28833,133569.0
20,10,1,20,0,2067,6678,9726,644,4466,895,28833,308654.0
36,9,1,40,0,22286,9840,9726,3584,4466,25933,28833,156084.0
45,13,1,40,0,943,5044,9726,3992,7726,25933,28833,380127.0
22,13,1,40,0,22286,5044,9726,3721,4466,25933,28833,210781.0
31,9,0,40,0,22286,9840,9726,989,7726,25933,28833,189759.0
34,9,0,40,0,22286,9840,9726,1572,4466,25933,28833,258675.0
24,7,0,40,0,22286,1048,9726,4030,3212,25933,28833,223367.0
23,13,0,25,0,22286,5044,9726,3584,7726,25933,28833,409230.0
46,15,1,40,1,943,542,939,4038,3212,25933,480,308077.0
60,15,0,70,1,22286,542,14065,4038,12463,25933,480,159049.0
40,10,1,40,0,22286,6678,4214,1966,3212,2817,28833,353142.0
55,9,1,40,0,22286,9840,4214,1966,7726,25933,28833,143030.0
47,14,0,40,1,22286,1627,939,912,7726,25933,28833,304857.0
28,9,0,43,0,22286,9840,14065,3212,12463,25933,28833,30912.0
55,15,0,60,1,22286,542,14065,3992,12463,25933,28833,125000.0
47,14,0,40,1,22286,1627,14065,4038,12463,25933,28833,181363.0
54,14,0,52,1,22286,1627,14065,3992,12463,25933,28833,338620.0
32,7,1,60,0,22286,1048,14065,3212,1406,25933,28833,115989.0
38,12,0,40,1,22286,1008,14065,3992,12463,25933,28833,111128.0
61,10,1,40,0,2499,6678,827,1966,7726,25933,28833,201273.0
62,14,0,40,0,1074,1627,14065,4038,12463,895,202,137354.0
29,10,0,40,0,22286,6678,14065,4030,12463,25933,28833,133420.0
26,9,1,32,0,22286,9840,9726,644,7726,2817,28833,192208.0
19,10,0,50,0,22286,6678,9726,989,4466,25933,28833,220001.0
40,6,0,40,0,22286,820,14065,4030,12463,25933,28833,352612.0
36,9,0,40,1,22286,9840,14065,1966,12463,25933,28833,169426.0
42,9,0,45,0,22286,9840,14065,1572,12463,25933,28833,319016.0
55,14,1,40,0,22286,1627,9726,4038,889,895,647,119751.0
55,9,1,35,0,22286,9840,14065,3212,1406,2817,28833,202220.0
43,13,0,40,1,2499,5044,14065,3584,12463,25933,28833,99220.0
39,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,111275.0
38,10,0,45,1,943,6678,14065,3721,12463,25933,28833,261241.0
28,9,1,40,0,22286,9840,9726,3212,3212,25933,28833,261725.0
36,10,1,40,0,22286,6678,4214,912,3212,25933,28833,182013.0
49,10,0,50,0,22286,6678,14065,989,12463,25933,28833,40666.0
41,10,1,40,0,22286,6678,4214,3721,4466,2817,28833,216461.0
60,4,1,40,0,22286,557,14065,1966,1406,25933,28833,320376.0
35,13,0,70,0,22286,5044,14065,3992,12463,25933,28833,282951.0
36,13,1,40,0,1279,5044,4214,4038,3212,25933,28833,166697.0
51,9,0,40,1,22286,9840,14065,3721,12463,25933,28833,290856.0
23,9,0,40,0,22286,9840,9726,3212,7726,25933,28833,455361.0
51,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,82783.0
17,7,1,18,0,22286,1048,9726,3584,4466,25933,647,56536.0
33,10,0,25,0,2499,6678,14065,3584,12463,25933,28833,109959.0
50,9,0,40,0,22286,9840,4214,644,7726,25933,28833,177927.0
38,8,0,40,1,22286,377,14065,4030,12463,25933,28833,192337.0
18,9,1,35,0,22286,9840,9726,3721,4466,25933,28833,236272.0
26,9,0,40,0,22286,9840,9726,1572,4466,25933,28833,33610.0
21,10,1,47,0,22286,6678,9726,3584,4466,25933,28833,209483.0
26,9,0,52,0,22286,9840,14065,3992,12463,25933,28833,247006.0
30,9,1,40,1,2067,9840,14065,3721,1406,25933,28833,311913.0
33,9,0,40,0,2067,9840,9726,3212,7726,2817,28833,300681.0
42,10,0,38,0,1279,6678,4214,1572,3212,25933,28833,24264.0
28,15,1,50,0,22286,542,9726,4038,7726,25933,28833,266070.0
20,9,0,35,0,22286,9840,9726,3212,4466,25933,28833,226978.0
66,13,1,25,0,2067,5044,827,4038,7726,2817,28833,362165.0
31,10,0,50,0,22286,6678,14065,3721,12463,895,647,341672.0
36,10,0,40,0,22286,6678,4214,3721,3212,25933,28833,179488.0
39,12,0,40,1,943,1008,9726,4038,7726,25933,28833,243872.0
52,9,0,40,0,22286,9840,14065,3721,12463,25933,28833,259583.0
61,4,0,40,1,22286,557,14065,4030,12463,25933,480,159822.0
27,9,0,40,0,22286,9840,14065,1572,12463,25933,28833,219863.0
45,9,1,50,0,22286,9840,4214,3721,7726,25933,28833,206947.0
21,5,0,40,0,22286,455,9726,3212,4466,286,28833,245572.0
25,9,1,40,0,22286,9840,9726,3721,4466,25933,28833,38488.0
24,10,1,25,0,22286,6678,9726,3212,4466,25933,28833,182504.0
38,12,0,55,0,22286,1008,14065,3992,12463,25933,480,193815.0
29,13,1,50,1,22286,5044,14065,4038,1406,25933,28833,46442.0
45,9,1,38,0,22286,9840,4214,3721,3212,25933,28833,60267.0
59,6,0,50,0,22286,820,14065,1572,12463,25933,28833,264357.0
41,9,0,40,0,22286,9840,14065,3721,4466,25933,28833,191814.0
23,13,1,40,0,22286,5044,9726,3721,4466,25933,28833,107882.0
43,10,0,45,0,22286,6678,4214,3721,7726,25933,28833,174575.0
17,7,0,20,0,22286,1048,9726,3584,4466,25933,28833,143331.0
32,13,0,50,1,22286,5044,14065,3992,12463,25933,28833,126132.0
42,11,0,40,0,22286,1307,14065,1966,12463,25933,28833,198619.0
68,14,0,40,1,22286,1627,14065,3992,12463,25933,28833,211287.0
55,9,0,40,1,943,9840,14065,912,12463,25933,28833,238192.0
43,9,0,40,0,22286,9840,14065,3721,12463,25933,28833,257780.0
61,9,0,40,1,22286,9840,14065,3721,12463,25933,28833,183355.0
28,9,0,40,0,22286,9840,14065,1966,12463,25933,28833,148429.0
47,9,1,60,0,22286,9840,4214,1966,3212,25933,28833,71221.0
21,4,0,40,0,2499,557,9726,4030,7726,25933,28833,236769.0
39,10,0,40,0,22286,6678,9726,4030,7726,25933,28833,32146.0
39,7,0,46,0,22286,1048,4214,4030,7726,25933,28833,347491.0
34,10,0,40,0,22286,6678,14065,1572,12463,2817,28833,180714.0
27,13,0,40,0,22286,5044,4214,1350,4466,2817,28833,306747.0
21,10,1,12,0,1279,6678,9726,3212,4466,2817,28833,478457.0
25,3,0,40,0,22286,288,9726,1966,7726,25933,28833,248990.0
51,10,0,50,1,1074,6678,14065,3584,12463,25933,28833,46281.0
35,13,1,40,0,22286,5044,9726,3584,4466,2817,28833,148015.0
19,10,0,12,0,22286,6678,9726,3212,4466,25933,28833,278115.0
27,13,0,55,1,22286,5044,14065,3992,12463,25933,28833,190525.0
34,10,1,35,0,22286,6678,9726,3584,889,2817,28833,176673.0
36,9,0,40,0,22286,9840,4214,4030,3212,25933,28833,238415.0
33,13,0,35,0,2499,5044,14065,4030,12463,25933,28833,37939.0
60,13,0,40,0,2499,5044,14065,4030,12463,25933,28833,35649.0
42,10,0,50,1,22286,6678,14065,3992,12463,25933,28833,383493.0
47,9,1,40,0,943,9840,14065,4038,1406,2817,28833,204900.0
42,9,0,75,1,22286,9840,4214,4030,7726,25933,28833,20809.0
34,10,0,65,1,22286,6678,14065,3992,12463,25933,28833,148207.0
21,9,1,32,0,22286,9840,9726,3212,4466,25933,28833,200153.0
30,14,0,15,1,22286,1627,14065,3212,12463,25933,28833,169496.0
53,14,1,50,1,22286,1627,14065,3992,1406,25933,28833,22978.0
34,9,0,40,0,22286,9840,14065,4030,12463,25933,480,366898.0
37,13,0,40,0,22286,5044,14065,1350,12463,25933,28833,324947.0
27,9,1,40,0,22286,9840,9726,3721,4466,2817,28833,321577.0
31,13,0,40,0,22286,5044,9726,3584,7726,25933,28833,241360.0
30,10,1,40,0,22286,6678,14065,3721,1406,25933,28833,207564.0
33,9,0,45,0,22286,9840,4214,1572,7726,25933,28833,220860.0
41,10,0,40,0,2067,6678,14065,3992,12463,25933,28833,336571.0
23,10,0,30,0,1279,6678,14065,4038,12463,25933,28833,56402.0
65,10,1,40,0,22286,6678,14065,3992,1406,25933,28833,180280.0
30,9,1,40,0,22286,9840,9726,3212,3212,25933,28833,81282.0
51,11,0,55,0,22286,1307,14065,3212,12463,25933,28833,86332.0
30,10,0,40,0,2067,6678,9726,1350,4466,25933,28833,27051.0
49,14,0,45,1,22286,1627,4214,3584,7726,25933,28833,287647.0
37,9,0,30,0,2499,9840,14065,4038,12463,25933,28833,183735.0
42,9,0,40,0,22286,9840,9726,4030,7726,25933,28833,100800.0
62,11,1,45,1,22286,1307,14065,3992,1406,25933,28833,155094.0
31,10,0,40,1,22286,6678,14065,1572,12463,25933,28833,151053.0
50,13,0,20,1,22286,5044,14065,912,12463,25933,28833,
33,13,0,40,0,22286,5044,14065,3721,889,895,647,173858.0
27,10,0,40,0,22286,6678,9726,1572,889,25933,28833,347153.0
31,11,0,40,1,22286,1307,14065,4030,12463,25933,28833,319146.0
35,10,0,40,0,22286,6678,9726,1966,889,286,28833,197719.0
55,10,0,6,1,22286,6678,14065,1572,12463,25933,28833,197114.0
54,13,1,35,1,2499,5044,14065,3992,1406,25933,28833,109418.0
56,13,0,48,1,22286,5044,14065,912,12463,25933,28833,182062.0
21,11,1,40,0,22286,1307,9726,3721,7726,25933,28833,184543.0
66,4,1,20,0,22286,557,827,3212,7726,25933,480,175558.0
46,9,0,50,0,22286,9840,14065,4030,12463,25933,28833,122026.0
23,13,1,38,0,22286,5044,9726,3992,7726,25933,28833,340543.0
43,14,1,45,0,22286,1627,9726,3992,7726,25933,28833,101950.0
40,9,0,55,0,22286,9840,14065,1966,12463,25933,28833,179508.0
52,3,0,40,0,22286,288,14065,4030,12463,25933,28833,225317.0
59,13,0,50,1,2067,5044,14065,4038,12463,25933,28833,53304.0
36,11,1,40,0,2067,1307,939,3721,4466,2817,28833,282602.0
33,9,0,40,0,22286,9840,9726,1572,7726,25933,28833,184016.0
20,9,0,40,0,22286,9840,14065,3584,12463,25933,28833,250165.0
21,9,0,35,0,22286,9840,9726,1966,7726,25933,28833,196467.0
42,14,0,50,1,2499,1627,14065,3992,12463,25933,28833,178780.0
62,9,1,43,0,22286,9840,827,3584,7726,25933,28833,65868.0
54,9,0,40,0,22286,9840,9726,3584,7726,25933,28833,35459.0
35,4,1,30,0,22286,557,9726,1966,4466,25933,28833,98986.0
36,12,1,40,0,22286,1008,9726,912,7726,25933,28833,282092.0
21,9,1,45,0,22286,9840,9726,3721,889,25933,28833,140764.0
30,9,1,14,0,22286,9840,939,989,3212,25933,28833,33124.0
46,10,0,40,1,22286,6678,14065,4030,12463,25933,28833,90042.0
32,3,1,40,1,22286,288,14065,1966,1406,895,647,102986.0
21,10,0,64,0,22286,6678,9726,3584,889,25933,28833,214387.0
39,9,0,40,0,22286,9840,9726,3721,7726,25933,28833,180667.0
54,9,1,43,0,22286,9840,370,3992,7726,25933,28833,278329.0
32,10,0,40,0,22286,6678,14065,1966,12463,25933,28833,184440.0
23,9,0,40,0,22286,9840,9726,1966,4466,25933,28833,140462.0
42,2,0,40,0,22286,151,14065,1966,12463,25933,480,202565.0
28,10,0,35,0,22286,6678,9726,3212,7726,25933,28833,287268.0
28,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,215955.0
35,12,0,40,0,22286,1008,14065,912,12463,25933,28833,82552.0
19,10,1,40,0,22286,6678,9726,3992,4466,25933,28833,41745.0
27,9,0,35,0,22286,9840,9726,1350,7726,2817,28833,73587.0
54,2,0,50,0,22286,151,14065,1572,12463,25933,28833,263925.0
19,9,1,35,0,22286,9840,9726,3584,4466,25933,28833,196119.0
27,10,1,30,0,22286,6678,9726,3584,7726,25933,28833,284741.0
35,12,1,35,0,22286,1008,9726,3721,7726,25933,28833,340428.0
19,10,1,20,0,2067,6678,9726,4038,4466,25933,28833,276973.0
30,9,0,40,1,22286,9840,14065,1350,12463,25933,28833,161599.0
32,13,0,40,0,22286,5044,9726,912,7726,25933,28833,144064.0
31,10,1,40,0,22286,6678,9726,3584,7726,25933,28833,236391.0
26,11,0,65,0,22286,1307,9726,3584,889,2817,28833,224943.0
44,10,1,25,0,22286,6678,827,3584,7726,25933,28833,151294.0
52,13,0,50,1,22286,5044,14065,3992,12463,25933,28833,68982.0
30,10,0,40,0,22286,6678,14065,989,12463,25933,28833,241885.0
32,9,1,60,0,2499,9840,9726,3212,7726,25933,28833,189461.0
19,9,0,40,0,2499,9840,9726,4030,4466,25933,28833,36012.0
33,9,0,30,0,22286,9840,939,1966,7726,25933,28833,85355.0
20,10,0,40,0,22286,6678,9726,1350,7726,25933,28833,157595.0
61,4,0,40,0,22286,557,14065,1966,12463,25933,28833,197286.0
33,10,1,35,0,22286,6678,9726,3212,7726,2817,28833,362747.0
24,10,1,35,0,22286,6678,9726,3584,4466,25933,28833,395297.0
31,13,0,60,0,2499,5044,4214,4030,7726,25933,28833,144949.0
32,11,1,50,0,22286,1307,4214,3992,3212,25933,28833,141490.0
29,12,1,40,0,22286,1008,14065,912,1406,25933,28833,147889.0
61,6,0,24,0,22286,820,4214,3212,7726,25933,28833,232808.0
48,9,1,50,0,22286,9840,14065,1966,1406,25933,28833,70668.0
29,12,1,40,0,943,1008,4214,3721,7726,25933,28833,33315.0
22,12,1,15,0,22286,1008,9726,3721,7726,25933,28833,200318.0
32,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,97723.0
38,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,109231.0
27,10,1,40,0,22286,6678,4214,1966,3212,25933,28833,102889.0
26,9,0,40,0,22286,9840,9726,4030,889,895,647,167106.0
35,9,0,40,1,22286,9840,9726,3721,7726,25933,28833,182898.0
62,9,1,40,0,22286,9840,4214,3721,3212,25933,28833,197918.0
28,9,1,40,0,22286,9840,9726,3212,3212,25933,28833,67386.0
50,9,0,40,0,22286,9840,939,4030,7726,2817,28833,126592.0
34,13,0,50,1,22286,5044,9726,3584,7726,25933,28833,49469.0
37,9,0,40,0,2499,9840,14065,4030,12463,25933,28833,119929.0
63,2,1,44,0,22286,151,827,1966,3212,25933,480,158199.0
35,5,0,40,0,22286,455,9726,1350,7726,2817,28833,341102.0
55,13,0,40,1,22286,5044,14065,3584,12463,25933,28833,101524.0
40,9,1,40,1,22286,9840,14065,3584,1406,25933,28833,202872.0
25,9,0,50,0,22286,9840,14065,3584,12463,231,28833,195201.0
51,10,0,40,0,22286,6678,14065,3992,12463,25933,28833,128272.0
37,13,0,40,1,22286,5044,14065,3992,12463,25933,28833,263094.0
54,13,0,55,1,1074,5044,14065,3992,12463,25933,28833,357596.0
47,10,0,40,1,2067,6678,14065,3212,12463,25933,28833,102628.0
26,13,1,40,0,22286,5044,9726,3992,4466,25933,28833,171114.0
46,11,0,40,0,22286,1307,370,4030,3212,25933,28833,216414.0
24,8,0,40,0,22286,377,9726,4030,889,25933,28833,127753.0
19,4,0,80,0,22286,557,9726,3721,4466,25933,28833,282698.0
35,9,0,40,1,22286,9840,14065,3584,12463,25933,28833,139364.0
36,13,0,35,0,2067,5044,9726,4038,4466,2817,28833,312785.0
18,8,1,20,0,22286,377,9726,3212,4466,25933,28833,92864.0
46,14,0,40,1,2067,1627,14065,4038,12463,25933,28833,175428.0
30,9,1,32,0,22286,9840,9726,3212,3212,2817,28833,104223.0
29,9,1,40,0,22286,9840,9726,3212,7726,2817,28833,144784.0
65,9,1,20,0,22286,9840,827,3212,3212,2817,28833,178934.0
41,14,1,40,1,22286,1627,14065,3992,1406,25933,28833,211253.0
34,13,0,40,0,22286,5044,14065,3992,12463,25933,28833,133122.0
58,4,0,40,0,22286,557,14065,1572,12463,2817,28833,103540.0
39,9,1,40,0,1279,9840,9726,3212,3212,2817,28833,172700.0
21,10,1,40,0,22286,6678,9726,3212,4466,25933,28833,282484.0
31,9,0,50,1,22286,9840,14065,1572,12463,25933,28833,323055.0
33,16,0,50,1,1279,375,14065,4038,12463,25933,28833,291494.0
28,13,0,60,0,22286,5044,14065,3992,12463,25933,28833,214702.0
32,9,1,35,0,22286,9840,9726,3721,3212,2817,28833,116055.0
32,13,0,55,1,22286,5044,9726,3992,7726,25933,28833,226696.0
31,9,1,40,0,22286,9840,939,3212,3212,2817,28833,216827.0
41,15,0,40,1,2499,542,14065,3992,12463,25933,28833,153132.0
48,13,0,45,1,22286,5044,14065,912,12463,895,647,307440.0
27,9,0,40,0,22286,9840,9726,1572,4466,25933,28833,278122.0
45,9,1,40,0,22286,9840,827,4030,3212,2817,28833,122195.0
34,9,0,50,0,2499,9840,14065,3992,12463,25933,28833,156890.0
17,6,1,10,0,22286,820,9726,3584,4466,25933,28833,36877.0
25,9,0,23,0,22286,9840,9726,1350,4466,2817,28833,131178.0
34,13,1,62,1,1074,5044,9726,4038,7726,25933,28833,62396.0
33,9,1,40,0,22286,9840,4214,3584,3212,25933,28833,73054.0
21,10,1,20,0,22286,6678,9726,3721,7726,25933,28833,96844.0
22,9,0,50,0,22286,9840,9726,1966,7726,25933,28833,324922.0
61,10,0,42,0,22286,6678,14065,4038,12463,25933,28833,130684.0
40,9,1,30,1,22286,9840,14065,3721,1406,25933,28833,178983.0
58,10,0,12,0,22286,6678,14065,3584,12463,25933,28833,81038.0
30,10,0,58,0,22286,6678,14065,4030,12463,25933,28833,151967.0
24,9,0,60,0,22286,9840,9726,4030,4466,25933,28833,278107.0
52,8,0,50,1,2499,377,14065,3992,12463,25933,28833,183146.0
50,9,1,40,0,22286,9840,827,3584,3212,25933,28833,183638.0
49,10,0,30,0,22286,6678,14065,4030,12463,2817,28833,247892.0
22,9,1,40,0,22286,9840,9726,3721,4466,25933,28833,221480.0
21,10,1,40,0,22286,6678,9726,3721,4466,25933,28833,
25,10,1,50,0,22286,6678,9726,1966,4466,25933,28833,193787.0
34,9,0,45,0,1074,9840,14065,3721,12463,25933,28833,157466.0
48,6,0,45,1,22286,820,14065,3992,12463,25933,28833,141511.0
21,10,1,40,0,22286,6678,9726,3721,3212,2817,28833,252253.0
20,4,1,52,0,22286,557,9726,1966,4466,25933,28833,200450.0
30,10,0,40,1,1279,6678,14065,3721,12463,25933,28833,343789.0
44,9,0,40,1,22286,9840,14065,3584,12463,25933,28833,277647.0
44,9,0,60,0,22286,9840,9726,4030,7726,2817,28833,291566.0
29,9,0,60,0,22286,9840,14065,1572,12463,25933,28833,151382.0
31,15,1,35,0,22286,542,4214,912,7726,25933,28833,221167.0
35,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,196178.0
27,9,0,40,0,22286,9840,9726,3721,7726,25933,28833,302422.0
26,13,1,45,0,22286,5044,9726,3992,7726,25933,28833,37379.0
37,5,0,70,1,2499,455,14065,1572,12463,25933,28833,82540.0
44,4,1,55,0,22286,557,14065,3212,1406,25933,28833,159911.0
34,13,0,40,1,22286,5044,14065,3992,12463,25933,28833,212781.0
28,12,0,5,0,2067,1008,9726,4030,4466,25933,28833,207213.0
30,10,1,45,0,22286,6678,14065,3212,1406,25933,28833,200192.0
41,13,0,35,0,2067,5044,14065,4038,12463,25933,28833,180096.0
23,13,1,40,0,22286,5044,9726,912,4466,25933,28833,192812.0
19,9,0,70,0,22286,9840,9726,1350,889,25933,28833,105908.0
48,2,0,50,0,22286,151,14065,989,12463,25933,28833,373366.0
26,10,0,20,0,1279,6678,9726,3212,7726,25933,28833,234190.0
32,13,0,40,1,22286,5044,14065,3584,12463,2817,28833,260868.0
26,9,1,48,0,22286,9840,4214,3721,3212,25933,28833,109097.0
36,14,0,55,1,22286,1627,14065,4038,12463,25933,28833,171393.0
49,9,0,40,0,22286,9840,14065,1572,12463,25933,28833,209146.0
54,14,0,40,1,22286,1627,4214,912,7726,25933,28833,172281.0
36,9,0,55,0,22286,9840,4214,4030,7726,25933,28833,73023.0
